Date,Close/Last,Volume,Open,High,Low
07/21/2020,164.91,2347469,165.64,165.9,164.37
07/20/2020,164.44,3113424,163.02,164.86,162.6
07/17/2020,163.19,2141341,163.09,163.51,162.07
07/16/2020,162.57,2190948,162.16,162.8,161.68
07/15/2020,163.3,3747849,163.33,163.639,161.67
07/14/2020,161.3,3221331,158.5,161.415,157.74
07/13/2020,159.21,4694747,162.08,163.55,158.88
07/10/2020,160.95,2391827,159.17,161.01,158.428
07/09/2020,159.24,2465192,160.56,160.7,157.28
07/08/2020,160.23,2435084,159.31,160.28,158.37
07/07/2020,158.93,2357415,159.79,160.88,158.73
07/06/2020,160.56,3307610,160.5,161.03,159.86
07/02/2020,158.07,3181623,159.3,160.07,157.86
07/01/2020,157.44,3640948,156.9,158.04,156.61
06/30/2020,156.53,4317415,154.48,157.22,154.07
06/29/2020,154.25,3161581,152.7,154.28,151.35
06/26/2020,152.02,3508478,154.98,155.1699,151.73
06/25/2020,155.64,4029197,153.43,155.77,152.41
06/24/2020,154.48,3729120,157.63,157.9058,153.41
06/23/2020,158.79,2555142,159.63,159.98,158.55
06/22/2020,158.17,2561275,156.95,158.3,156.05
06/19/2020,157.08,3824932,159.86,159.88,156.29
06/18/2020,157.97,2797839,156.94,158.3,156.43
06/17/2020,157.84,3702208,159.14,159.21,157.41
06/16/2020,158.61,4583642,160.12,160.12,155.91
06/15/2020,155.62,4860192,150.56,156.16,149.85
06/12/2020,153.97,6882084,156.49,156.49,150.83
06/11/2020,151.87,12504610,156.91,157.7,151.63
06/10/2020,161.39,4292883,162.81,163.25,161.01
06/09/2020,162.6,3200448,162.65,163.48,161.88
06/08/2020,164.1,5851275,162.9,164.2,162.32
06/05/2020,161.9,4373362,161.4,163.08,161
06/04/2020,157.85,5629234,157.71,158.65,156.62
06/03/2020,158.35,9496421,157.2,158.8,157.01
06/02/2020,155.92,4157219,155.2,156,154.43
06/01/2020,154.75,3482872,153.62,155.09,153.27
05/29/2020,153.71,4777117,152.8,154.13,151.41
05/28/2020,153.2,4602622,154.41,155.19,152.73
05/27/2020,153.73,5077748,153,153.73,150.02
05/26/2020,151.34,4197924,152.84,152.89,151.11
05/22/2020,149.26,3003046,148.76,149.28,147.97
05/21/2020,148.84,3419215,149.6,150.13,148.02
05/20/2020,149.74,3893993,149.17,150.19,148.9101
05/19/2020,147.02,3180859,148.36,149.2999,147.02
05/18/2020,148.6,4558802,147.53,149.41,147.25
05/15/2020,143.83,3845700,141.77,143.86,141.19
05/14/2020,142.97,7561043,139.85,143.09,138.3668
05/13/2020,141.45,5862103,143.9,144.31,140.02
05/12/2020,144.35,4864369,148.08,148.31,144.195
05/11/2020,147.49,4240948,146.22,148.21,146.03
05/08/2020,147.47,4251204,146.45,147.63,145.88
05/07/2020,144.75,3798011,144.7,145.76,144.4
05/06/2020,142.88,3927285,144.61,144.87,142.7
05/05/2020,143.67,3665891,144.08,145.34,143.46
05/04/2020,142.35,4741199,140.67,142.45,139.91
05/01/2020,141.81,4232478,143.12,143.6,139.8
04/30/2020,145.84,4228764,146.78,147.05,145.12
04/29/2020,147.76,4990906,146.81,148.54,146.03
04/28/2020,143.69,3594939,146.17,146.48,143.37
04/27/2020,144.14,4968198,142.65,144.66,141
04/24/2020,141.63,4407501,140.5,141.97,139.265
04/23/2020,139.55,6198326,140.22,141.98,139.44
04/22/2020,139.53,6342857,139.26,140.3,138.3615
04/21/2020,136.45,6367548,138.1,138.98,135.8669
04/20/2020,140.82,5413970,141,143.05,140.51
04/17/2020,143.14,6411164,142.71,143.48,141.08
04/16/2020,139.2,5301218,139.27,139.55,137.43
04/15/2020,138.55,5164079,138.74,139.49,137.43
04/14/2020,141.88,5609276,140.59,142.21,139.97
04/13/2020,137.7,7291608,138.75,140.06,135.6322
04/09/2020,139.36,9315671,138.92,140.7801,137.805
04/08/2020,136.8,6610419,133.73,137.45,132.42
04/07/2020,132.16,10469910,137.02,137.28,132.08
04/06/2020,132.01,9369426,128.43,132.8,127.78
04/03/2020,123.38,6584392,124.85,126.04,121.8602
04/02/2020,125.52,6244306,122.38,126.13,122.0204
04/01/2020,122.96,7911466,124.13,125.62,121.77
03/31/2020,128.91,8664872,130.97,131.61,128.0162
03/30/2020,130.78,10416330,127.78,131.17,126.635
03/27/2020,126.93,9731535,127.12,130.51,125.51
03/26/2020,131.11,10549130,124.84,131.63,124.66
03/25/2020,124.22,14428140,123.54,129.0303,120.59
03/24/2020,122.53,10986940,117.63,122.58,117
03/23/2020,111.91,16442960,113.65,114.9,109.49
03/20/2020,115.19,12264890,121.15,122.6621,114.8
03/19/2020,120.09,11083540,117.41,122.8,114.59
03/18/2020,119.21,15388040,118.5,122.36,113
03/17/2020,126.5,16645840,122.21,127.37,118
03/16/2020,120.46,14652950,121.06,127.99,120
03/13/2020,135.93,15351610,132,135.93,125
03/12/2020,124.59,20969500,129.18,133.67,124.41
03/11/2020,138.01,10797620,141.45,142.2,136.3
03/10/2020,145.37,11693320,144.35,145.41,137.9
03/09/2020,138.5,18537130,140,143.63,138.24
03/06/2020,150.59,9947744,148.98,151.3396,147.12
03/05/2020,153.44,5343365,154.81,156.36,152.11
03/04/2020,158.73,5226594,155.52,158.75,154.05
03/03/2020,152.63,8623081,157.34,159.2995,151.08
03/02/2020,156.67,12071610,151.41,156.82,149.5827
02/28/2020,150.44,22283350,146.42,150.59,145.3
02/27/2020,151.46,14384250,155.04,157.53,151.4
02/26/2020,158.4,8217060,160.01,161.81,158
02/25/2020,159.28,10112340,165.04,165.39,158.77
02/24/2020,164.3,8710887,164.5,165.87,163.59
02/21/2020,169.89,2984389,170.95,171.03,169.4
02/20/2020,171.65,7061599,171.96,172.43,169.9
02/19/2020,172.17,2488116,171.92,172.5567,171.77
02/18/2020,171.3,2460051,171.27,171.54,170.53
02/14/2020,171.7,2527813,171.6,171.77,170.98
02/13/2020,171.42,2827640,170.7,171.93,170.55
02/12/2020,171.49,2154123,171.24,171.55,170.9112
02/11/2020,170.42,2922085,170.74,171.25,170.11
02/10/2020,169.95,2494122,168.28,169.95,168.26
02/07/2020,168.71,2579243,169.05,169.4,168.41
02/06/2020,169.68,2202679,169.76,169.83,169.1862
02/05/2020,169.21,4133721,169.13,169.35,168.17
02/04/2020,167.56,2732900,166.97,168.02,166.81
02/03/2020,164.96,2783910,164.35,165.83,164.31
01/31/2020,163.52,4525336,166.16,166.205,163.04
01/30/2020,166.46,2835853,165,166.61,164.47
01/29/2020,166.06,1751809,166.96,166.99,165.92
01/28/2020,166.17,4010898,165.33,166.665,165.055
01/27/2020,164.58,4693039,164.23,165.32,163.84
01/24/2020,167.09,3292479,169.09,169.09,166.325
01/23/2020,168.69,2370043,168.11,168.765,167.39
01/22/2020,168.5,2113594,168.93,169.32,168.35
01/21/2020,168.4,3174159,168.4,168.85,168.17
01/17/2020,168.76,2272024,169.01,169.01,168.37
01/16/2020,168.34,2205567,167.71,168.37,167.61
01/15/2020,166.91,2479196,166.5,167.4,166.42
01/14/2020,166.5,3062057,166.55,167.1216,166.17
01/13/2020,166.59,3997159,166,166.625,165.52
01/10/2020,165.46,4023446,166.26,166.3,165.2
01/09/2020,165.94,2217027,165.81,165.9835,165.3634
01/08/2020,164.91,4246165,164.2,165.545,164.04
01/07/2020,164.1,2506286,164.27,164.455,163.7811
01/06/2020,164.49,6814345,162.92,164.52,162.83
01/03/2020,163.93,3625467,163.29,164.47,163.01
01/02/2020,164.98,3291790,164.68,164.98,163.78
12/31/2019,163.62,3264485,163,163.76,162.721
12/30/2019,163.19,4504084,164.3,164.38,162.91
12/27/2019,164.08,2356758,164.61,164.68,163.8
12/26/2019,164.23,2516180,163.7,164.23,163.63
12/24/2019,163.44,1624944,163.68,163.72,163.25
12/23/2019,164.29,3823857,164.56,164.59,164.195
12/20/2019,164.19,3142931,164,164.3399,163.8612
12/19/2019,163.35,3018818,162.74,163.35,162.701
12/18/2019,162.64,2139862,162.83,162.9226,162.26
12/17/2019,162.57,4421574,162.77,162.86,162.44
12/16/2019,162.51,2466553,162.36,162.88,162.22
12/13/2019,161.33,3023454,161.25,162.09,160.67
12/12/2019,161.33,3012892,160.02,161.78,159.84
12/11/2019,160.02,1781276,159.89,160.14,159.57
12/10/2019,159.64,2150764,159.77,160.0999,159.29
12/09/2019,159.78,1934342,160.09,160.43,159.75
12/06/2019,160.29,2021049,159.98,160.5437,159.89
12/05/2019,158.88,1858086,159,159,158.175
12/04/2019,158.65,2132290,158.29,158.96,158.1
12/03/2019,157.63,4040566,157.09,157.71,156.38
12/02/2019,158.57,3769716,160.26,160.36,158.445
11/29/2019,160.02,1170966,160.46,160.5527,159.92
11/27/2019,160.74,2344060,160.38,160.74,160.02
11/26/2019,159.98,1885416,159.67,160.06,159.4801
11/25/2019,159.64,2527400,158.76,159.64,158.6
11/22/2019,158.14,1886328,158.31,158.34,157.6119
11/21/2019,157.79,2220535,158.27,158.34,157.44
11/20/2019,158.19,3336937,158.32,158.72,157.25
11/19/2019,158.69,2225393,159.05,159.15,158.26
11/18/2019,158.64,3143152,158.42,158.74,158.1201
11/15/2019,158.55,2615456,158.15,158.55,157.785
11/14/2019,157.35,2096923,156.99,157.44,156.7199
11/13/2019,157.19,2189706,156.57,157.3887,156.39
11/12/2019,157.12,1731027,157.03,157.69,156.74
11/11/2019,156.85,1739304,156.4,156.93,156.25
11/08/2019,157.16,2132643,156.56,157.16,156.08
11/07/2019,156.72,2407990,157,157.34,156.41
11/06/2019,156.19,2289486,156.24,156.3,155.63
11/05/2019,156.26,2377292,156.6,156.7799,156.07
11/04/2019,156.4,2216474,156.7,156.77,156.18
11/01/2019,155.83,2408556,155,155.83,154.92
10/31/2019,154.18,2224482,154.68,154.68,153.4211
10/30/2019,154.72,2288238,154.4,154.94,153.64
10/29/2019,154.35,1561685,154.23,154.8,154.11
10/28/2019,154.38,2725834,154.12,154.66,154
10/25/2019,153.45,2462686,152.49,153.76,152.42
10/24/2019,152.84,1582511,153.01,153.08,152.2843
10/23/2019,152.42,1804395,151.97,152.49,151.77
10/22/2019,152.11,1713238,152.93,153.01,152.04
10/21/2019,152.57,1710244,152.35,152.69,152.06
10/18/2019,151.58,1720382,151.94,152.2,150.9
10/17/2019,152.19,1640487,152.33,152.6398,151.84
10/16/2019,151.69,1596363,151.64,152.0498,151.37
10/15/2019,151.97,2153431,151.03,152.33,150.915
10/14/2019,150.49,1213672,150.52,150.749,150.25
10/11/2019,150.63,3378040,150.51,151.9,150.47
10/10/2019,149.03,3513663,148,149.5,147.9883
10/09/2019,148.08,3295815,147.85,148.59,147.5181
10/08/2019,146.73,2215017,148.04,148.3603,146.7107
10/07/2019,149.14,2237477,149.38,150.19,148.89
10/04/2019,149.73,2510543,148.36,149.81,148.04
10/03/2019,147.8,4380756,146.48,147.8,144.9
10/02/2019,146.61,3812355,148.18,148.24,145.82
10/01/2019,149.03,2823598,151.5,151.88,148.92
09/30/2019,151,1703267,150.65,151.37,150.55
09/27/2019,150.3,1940213,151.64,151.7081,149.44
09/26/2019,151.2,1723819,151.66,151.66,150.47
09/25/2019,151.66,6144372,150.73,151.91,149.92
09/24/2019,150.71,4236036,152.6,152.81,150.2
09/23/2019,152.12,2052005,151.71,152.455,151.57
09/20/2019,152.04,2106618,153,153.23,151.6
09/19/2019,152.71,2063229,153.13,153.61,152.55
09/18/2019,152.81,1717104,152.65,152.84,151.35
09/17/2019,152.83,2104805,152.35,152.87,152
09/16/2019,152.46,1690960,152.22,152.69,152.04
09/13/2019,153.47,3002677,153.87,154.0801,153.28
09/12/2019,153.62,3486754,153.63,154.13,153.05
09/11/2019,153.16,3848134,152.09,153.17,151.7
09/10/2019,151.92,3435179,151.36,151.92,150.63
09/09/2019,151.77,2575630,152.22,152.27,151.15
09/06/2019,151.68,1568717,151.81,152.06,151.397
09/05/2019,151.65,2991865,151,152.11,150.75
09/04/2019,149.65,2071883,149.3,149.65,148.815
09/03/2019,148.07,4307855,147.99,148.55,147.37
08/30/2019,149.04,2268779,149.88,149.89,148.44
08/29/2019,149.09,2576181,148.59,149.38,148.1
08/28/2019,147.14,1981150,145.69,147.24,145.3088
08/27/2019,146.1,1986677,147.64,147.83,145.68
08/26/2019,146.78,3623623,146.53,146.88,145.66
08/23/2019,145.31,3809068,148.41,149.3,144.64
08/22/2019,149.07,1730745,149.61,149.9,148.13
08/21/2019,149.2,1440705,149.16,149.4,148.82
08/20/2019,147.95,1739215,148.81,149.0346,147.9
08/19/2019,149.09,2875419,149.09,149.48,148.625
08/16/2019,147.34,3659567,146.08,147.6,146
08/15/2019,145.14,3592092,145.31,145.6599,144.05
08/14/2019,144.87,3938765,146.95,147.1968,144.78
08/13/2019,149.18,2721561,146.89,150.08,146.5262
08/12/2019,147.08,2610183,148.12,148.26,146.5534
08/09/2019,148.92,2350082,149.56,149.7926,148.02
08/08/2019,149.99,4143169,147.98,150.02,147.7
08/07/2019,147.19,3195935,145.3,147.5299,144.18
08/06/2019,147.03,3408406,146.19,147.08,145.21
08/05/2019,145.14,5701779,147.18,147.25,143.87
08/02/2019,149.58,7062278,150.3,150.41,148.58
08/01/2019,150.8,3901538,152.29,153.85,150.26
07/31/2019,152.21,2512001,153.91,154.11,151.07
07/30/2019,153.89,1970511,153.19,154,152.9601
07/29/2019,154.04,1587719,154.35,154.38,153.63
07/26/2019,154.41,1721689,153.65,154.51,153.61
07/25/2019,153.3,2045988,153.94,153.95,152.8874
07/24/2019,154.12,2169091,152.76,154.15,152.76
07/23/2019,153.18,1643752,152.78,153.2,152.3
07/22/2019,152.16,1510363,152.06,152.4,151.755
07/19/2019,151.8,1487931,153.21,153.28,151.74
07/18/2019,152.67,1468557,151.87,152.8357,151.5901
07/17/2019,152.11,2575536,153.1,153.17,152.11
07/16/2019,153.12,1778589,153.5,153.6669,152.95
07/15/2019,153.51,2155042,153.83,153.83,153.27
07/12/2019,153.61,1656068,153.1,153.64,152.9899
07/11/2019,152.83,2641034,152.94,153.03,152.24
07/10/2019,152.62,1852587,152.59,153.13,152.12
07/09/2019,152,3177994,151.02,152.09,151.02
07/08/2019,151.73,2611289,151.87,152.03,151.37
07/05/2019,152.55,2446292,152.01,152.62,151.2599
07/03/2019,152.64,2286751,151.87,152.66,151.75
07/02/2019,151.5,2705428,151.12,151.5,150.66
07/01/2019,151.15,3968482,151.85,151.92,150.51
06/28/2019,150.09,2589603,149.51,150.17,149.305
06/27/2019,149.05,2392246,148.66,149.195,148.56
06/26/2019,148.16,1904009,148.86,149.19,148.125
06/25/2019,148.44,2309499,149.87,149.9,148.3
06/24/2019,149.86,1977281,150.33,150.468,149.71
06/21/2019,150.7,2414269,150.4,150.9427,150.04
06/20/2019,150.68,2968296,150.73,150.85,149.4467
06/19/2019,149.31,4049930,148.91,149.49,148.39
06/18/2019,148.8,2261097,148.2,149.47,148.07
06/17/2019,147.19,2506104,147.28,147.67,147.14
06/14/2019,147.63,1401000,147.8,147.99,147.27
06/13/2019,147.95,1726623,147.79,148.093,147.43
06/12/2019,147.27,1729920,147.35,147.64,146.9278
06/11/2019,147.47,1724530,148.62,148.83,147.08
06/10/2019,147.61,2260005,147.73,148.57,147.54
06/07/2019,146.79,1668251,146.06,147.45,145.98
06/06/2019,145.47,2795552,144.82,145.845,144.35
06/05/2019,144.66,5059723,144.39,144.82,143.27
06/04/2019,143.56,2767665,141.73,143.61,141.4718
06/03/2019,140.41,4765473,140.69,141.38,139.62
05/31/2019,140.69,2836563,141.11,141.59,140.595
05/30/2019,142.61,2621700,142.69,143.17,141.95
05/29/2019,142.33,2955070,142.62,142.8,141.44
05/28/2019,143.31,3866068,144.82,145.275,143.25
05/24/2019,144.58,1381924,144.96,145.23,144.1565
05/23/2019,144.23,2701356,144.83,144.85,143.3799
05/22/2019,146.09,1539829,146.06,146.57,145.77
05/21/2019,146.62,1438804,146.11,146.81,146.04
05/20/2019,145.2,1669331,145.26,145.9208,144.78
05/17/2019,146.24,1923948,146.06,147.635,146.01
05/16/2019,147.28,2319528,146.33,148.03,146.29
05/15/2019,145.96,2072281,144.23,146.27,144.05
05/14/2019,145.1,3090493,144.28,145.91,144.14
05/13/2019,143.8,4242118,144.7,145.15,143.25
05/10/2019,147.53,3175474,146.33,147.96,144.65
05/09/2019,146.85,2768002,146.06,147.175,145.0617
05/08/2019,147.32,2492088,147.35,148.2396,147.01
05/07/2019,147.56,4385772,148.84,149.09,146.43
05/06/2019,150.15,2635339,148.19,150.34,148.0224
05/03/2019,150.63,2147145,149.8,150.7,149.7
05/02/2019,149.02,2537824,149.15,149.74,148.06
05/01/2019,149.27,3761540,150.8,150.87,149.24
04/30/2019,150.39,2224492,150.28,150.6,149.3032
04/29/2019,150.38,2461500,150.22,150.69,150.13
04/26/2019,150.16,2184457,149.41,150.16,148.985
04/25/2019,149.35,2428236,149.54,149.69,148.6
04/24/2019,149.6,1924609,149.78,150.05,149.465
04/23/2019,149.8,2344167,148.55,149.92,148.45
04/22/2019,148.31,2148562,147.95,148.405,147.77
04/18/2019,148.27,2457028,148.4,148.4,147.51
04/17/2019,148.05,2983603,149.2,149.22,147.77
04/16/2019,148.6,2953272,149,149.06,148.24
04/15/2019,148.56,2083023,148.75,148.8,148.06
04/12/2019,148.68,2611924,148.55,148.8,148.13
04/11/2019,147.69,1794146,147.94,147.96,147.34
04/10/2019,147.7,2018914,147.24,147.72,147.0744
04/09/2019,147.02,2150712,147.32,147.48,146.71
04/08/2019,147.91,2130459,147.54,147.93,147.11
04/05/2019,147.78,1744464,147.39,147.83,147.26
04/04/2019,147.04,2248398,146.84,147.15,146.35
04/03/2019,146.73,2404410,147.08,147.34,146.32
04/02/2019,146.38,4292788,146.42,146.5,145.87
04/01/2019,146.39,3665176,145.76,146.48,145.59
03/29/2019,144.71,3613426,144.61,144.785,144.03
03/28/2019,143.76,2654498,143.46,143.98,142.83
03/27/2019,143.13,3402707,143.84,144.15,142.15
03/26/2019,143.79,2860989,143.7,144.3799,143.01
03/25/2019,142.69,3676443,142.58,143.31,141.895
03/22/2019,143.56,5149899,145.84,146.07,143.5
03/21/2019,146.62,2949691,144.48,146.8401,144.36
03/20/2019,144.92,2897218,145.32,145.99,144.25
03/19/2019,145.52,6104596,146.12,146.47,144.99
03/18/2019,145.55,2489653,145.1,145.76,144.95
03/15/2019,145.01,2323995,144.62,145.48,144.55
03/14/2019,144.34,1493431,144.46,144.64,144.0542
03/13/2019,144.46,2013524,143.96,144.95,143.935
03/12/2019,143.54,1965676,143.33,143.8432,143.23
03/11/2019,143.06,1908328,141.39,143.11,141.36
03/08/2019,140.99,2327895,140.13,141.03,139.92
03/07/2019,141.28,2850774,142.16,142.25,140.76
03/06/2019,142.39,2138842,143.52,143.549,142.2348
03/05/2019,143.48,2838003,143.81,143.8999,143.178
03/04/2019,143.75,3553682,145,145.03,142.42
03/01/2019,144.42,2985134,144.38,144.6,143.5
02/28/2019,143.46,2275139,143.65,143.9,143.315
02/27/2019,143.76,2046501,143.39,143.97,142.8814
02/26/2019,143.71,2155169,143.75,144.23,143.59
02/25/2019,143.98,3916200,144.56,144.88,143.9
02/22/2019,143.77,1838420,143.2,143.836,143.03
02/21/2019,142.83,3684925,143.06,143.14,142.25
02/20/2019,143.32,2356995,143.05,143.53,142.7376
02/19/2019,143.02,2467617,142.41,143.3899,142.34
02/15/2019,142.74,2537228,142.16,142.77,141.91
02/14/2019,141.19,2731360,140.86,141.81,140.385
02/13/2019,141.44,2369331,141.45,141.88,141.14
02/12/2019,141,3311325,140.12,141.1799,140.06
02/11/2019,139.26,2336940,139.4,139.5528,138.89
02/08/2019,138.97,2104788,138.14,138.99,137.66
02/07/2019,138.83,5096862,139.18,139.49,137.12
02/06/2019,140.16,2944841,140.15,140.4,139.65
02/05/2019,140.3,2758495,139.95,140.45,139.66
02/04/2019,139.72,4938031,138.76,139.7499,138.36
02/01/2019,138.73,3225333,138.7,139.2,138.248
01/31/2019,138.53,3932769,137.27,138.77,137.24
01/30/2019,137.32,3059655,136.15,137.81,135.62
01/29/2019,135.28,2974315,135.62,135.87,134.84
01/28/2019,135.47,4370151,135.24,135.52,134.48
01/25/2019,136.47,2986228,136.23,136.82,136.03
01/24/2019,135.2,3785197,134.93,135.47,134.46
01/23/2019,134.92,3934187,135.38,135.77,133.5959
01/22/2019,134.78,5035700,135.89,135.92,133.89
01/18/2019,136.65,4223851,135.89,136.94,135.45
01/17/2019,134.9,4400288,133.4,135.3996,133.16
01/16/2019,133.82,2963128,133.67,134.33,133.61
01/15/2019,133.44,4542116,132.19,133.56,132.05
01/14/2019,132,2479388,131.79,132.49,131.56
01/11/2019,132.84,3033841,132.13,132.86,131.85
01/10/2019,132.81,2685619,131.44,132.89,131
01/09/2019,132.16,6405105,132.02,132.67,131.36
01/08/2019,131.54,3947605,131.45,131.73,130.05
01/07/2019,130.2,4485051,129.19,131.04,128.81
01/04/2019,128.9,4776874,126.48,129.37,126.32
01/03/2019,124.77,5252877,126.91,126.91,124.57
01/02/2019,127.73,5085309,125.75,128.16,125.34
12/31/2018,127.63,9414794,127.38,127.73,126.28
12/28/2018,126.43,11668080,127.5,128.31,125.73
12/27/2018,126.59,16125920,123.76,126.59,121.91
12/26/2018,125.46,12511600,120.34,125.52,119.35
12/24/2018,119.7,14488500,121.9,122.54,119.67
12/21/2018,123.49,13604170,126.51,127.97,123.12
12/20/2018,126.17,13119680,127.51,128.38,124.8
12/19/2018,128.24,8007383,130.28,132.39,127.3
12/18/2018,130.24,8065423,131.26,131.7399,129.36
12/17/2018,130.28,7192171,132.54,133.159,129.47
12/14/2018,133.12,4503186,134.26,134.92,132.76
12/13/2018,135.46,3294375,136.24,136.69,134.89
12/12/2018,135.79,3719336,136.72,137.51,135.75
12/11/2018,135.02,3459195,136.86,137.015,134.23
12/10/2018,135.05,5046755,134.81,135.5999,132.4519
12/07/2018,134.9,4986116,137.94,138.87,134.427
12/06/2018,138.16,6542930,136.15,138.16,134.35
12/04/2018,138.33,3917382,142.64,142.82,138.0962
12/03/2018,143,3655337,143.6,144,142.03
11/30/2018,141.35,2142044,140.24,141.51,140.07
11/29/2018,140.34,2895018,140.19,141.16,139.48
11/28/2018,140.6,6060916,138.03,140.6,137.42
11/27/2018,137.4,2860106,136.65,137.42,136.27
11/26/2018,137.23,4697462,136.48,137.28,136.18
11/23/2018,135.13,1300011,134.92,135.919,134.73
11/21/2018,135.86,4151343,136,136.89,135.75
11/20/2018,135.2,4627154,135.73,136.62,134.6401
11/19/2018,137.65,3480896,139.83,139.93,137.17
11/16/2018,140.08,2272301,139.07,140.57,138.8201
11/15/2018,139.78,2618729,137.55,140.01,136.7
11/14/2018,138.22,2765184,140.34,140.571,137.38
11/13/2018,139.24,2290504,139.77,140.92,138.82
11/12/2018,139.44,3529868,141.79,141.97,139.175
11/09/2018,142.17,2226341,142.91,142.96,141.29
11/08/2018,143.64,1873388,143.55,144.0648,142.98
11/07/2018,143.92,2781204,142.3,143.9999,141.97
11/06/2018,141.04,2029677,140.19,141.11,140.17
11/05/2018,140.24,3140174,139.8,140.52,139.19
11/02/2018,139.56,3171338,140.93,141.2,138.39
11/01/2018,140.13,3713324,139.04,140.37,138.52
10/31/2018,138.56,4034486,138.6,139.84,138.37
10/30/2018,137.13,3675481,134.96,137.29,134.61
10/29/2018,135.02,5166725,137.51,138.33,133.07
10/26/2018,135.77,6623494,136.12,137.53,134.17
10/25/2018,138.16,4877834,136.63,138.96,136.1727
10/24/2018,135.61,6011579,139.89,140.0902,135.4
10/23/2018,139.96,4981578,138.69,140.6699,137.46
10/22/2018,140.79,3220232,141.73,141.9399,140.42
10/19/2018,141.35,2997868,142.14,143.07,141.01
10/18/2018,141.72,3782885,143.31,143.61,141
10/17/2018,143.8,3147971,143.91,144.15,142.33
10/16/2018,143.84,3989269,141.75,144.06,141.36
10/15/2018,140.74,3386397,141.16,141.975,140.5
10/12/2018,141.37,7980495,142,142.3168,139.49
10/11/2018,139.53,11707360,142.02,142.9699,138.75
10/10/2018,142.57,6876407,146.93,146.95,142.411
10/09/2018,147.26,3690604,147.25,148.02,147.0199
10/08/2018,147.52,2515119,147.28,147.7632,146.36
10/05/2018,147.63,3197963,148.62,148.95,146.73
10/04/2018,148.59,3220953,149.58,149.61,147.71
10/03/2018,149.86,2564238,150.26,150.49,149.65
10/02/2018,149.66,2159383,149.86,150.1,149.43
10/01/2018,149.88,2719151,150.42,150.77,149.52
09/28/2018,149.65,1797076,149.28,149.986,149.23
09/27/2018,150.3,1808270,150.24,150.9481,150.08
09/26/2018,149.95,4902916,150.61,151.29,149.79
09/25/2018,150.53,2318979,150.89,151.075,150.42
09/24/2018,150.61,1668761,150.87,150.93,150.27
09/21/2018,151.16,1986009,151.82,151.839,151.05
09/20/2018,151.31,1714273,150.83,151.47,150.52
09/19/2018,150.15,1809910,150.12,150.4767,150.01
09/18/2018,150.13,1665427,149.43,150.4436,149.4
09/17/2018,149.33,1661940,150.24,150.28,149.185
09/14/2018,150.28,1362719,150.28,150.48,149.79
09/13/2018,150.16,1905984,149.97,150.3268,149.75
09/12/2018,149.41,2181169,149.31,149.64,148.79
09/11/2018,149.4,2575374,148.55,149.62,148.33
09/10/2018,148.9,2156338,149.2,149.33,148.7865
09/07/2018,148.58,2334552,148.37,149.1732,148.13
09/06/2018,148.92,2592415,149.46,149.6899,148.3566
09/05/2018,149.37,2772138,149.66,149.69,148.71
09/04/2018,149.86,2340198,149.89,150.1,149.22
08/31/2018,150.07,2537507,149.81,150.28,149.585
08/30/2018,150.01,2150478,150.31,150.6,149.67
08/29/2018,150.63,2688556,149.96,150.77,149.82
08/28/2018,149.84,3015399,150.1,150.1999,149.531
08/27/2018,149.75,2125878,149.32,149.87,149.1
08/24/2018,148.68,1712797,148.15,148.76,148.1
08/23/2018,147.76,1351214,147.9,148.37,147.58
08/22/2018,148.05,1169607,147.79,148.289,147.712
08/21/2018,148,2089701,147.78,148.51,147.78
08/20/2018,147.45,5759777,147.45,147.69,147.16
08/17/2018,147.17,2188467,146.45,147.3902,146.3
08/16/2018,146.63,1347587,146.28,147.15,146.26
08/15/2018,145.49,2684921,145.87,146.03,144.6366
08/14/2018,146.65,1784334,146.11,146.7837,145.92
08/13/2018,145.69,1898234,146.4,146.75,145.4638
08/10/2018,146.25,1854223,146.35,146.76,145.941
08/09/2018,147.17,1233141,147.37,147.68,147.0734
08/08/2018,147.27,1270629,147.33,147.5262,146.98
08/07/2018,147.41,2532635,147.29,147.62,147
08/06/2018,146.93,1802173,146.31,147.059,146.091
08/03/2018,146.27,1977447,145.89,146.2901,145.76
08/02/2018,145.78,1508519,144.17,145.91,144.078
08/01/2018,144.92,1523987,145.19,145.53,144.49
07/31/2018,145.09,2004117,144.82,145.51,144.541
07/30/2018,144.27,5379520,145.22,145.34,144.06
07/27/2018,145.22,2535037,146.6,146.6399,144.63
07/26/2018,146.39,2084643,146.23,146.74,146
07/25/2018,146.63,2126167,145.3,146.67,145.01
07/24/2018,145.39,2340032,145.77,146.09,144.9
07/23/2018,145.07,1443850,144.79,145.16,144.47
07/20/2018,144.84,1507875,145,145.24,144.56
07/19/2018,145.1,2034368,145.07,145.42,144.6
07/18/2018,145.45,1327676,145.13,145.5,144.8488
07/17/2018,145.13,1767126,144.02,145.33,144.01
07/16/2018,144.47,1571319,144.77,144.84,144.2173
07/13/2018,144.7,1965410,144.53,144.98,144.2601
07/12/2018,144.61,1440593,144.18,144.66,143.72
07/11/2018,143.43,2042472,143.62,144.0999,143.1
07/10/2018,144.46,1434818,144.39,144.6135,144.03
07/09/2018,144.09,2153106,143.46,144.11,143.14
07/06/2018,142.79,1756480,141.66,143,141.44
07/05/2018,141.6,2796242,141.13,141.6249,140.45
07/03/2018,140.41,1325978,141.36,141.47,140.22
